STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,DATE_LAST_UPDATE,TYPE_LAST_UPDATE,DEDUCT_CODE,REMARKS,PROGRAM_CODE,PROJ_NO,PROJ_SUFFIX,NBI_TYPE_OF_IMP,DTL_TYPE_OF_IMP,SPECIAL_CODE,STEP_CODE,STATUS_WITH_10YR_RULE,SUFFICIENCY_ASTERC,SUFFICIENCY_RATING,STATUS_NO_10YR_RULE,CAT10,CAT23,CAT29
31,C002012510     ,1,4,1,00125,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','1N 4W OF WEST POINT      ',99.99,0,0,0000000000,0,41520600,096471200,30,3,02,02,09,1982,2,0,15,2003,0,6.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.4,11.6,12.2,0,0,8.4,8.5,99.99,N,0,N,0,0,5,7,7,7,N,1,54.4,1,32.7,7,6,N,5,7,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,25,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,96,0,F,5,103.7
31,C002012615     ,1,4,1,00126,0,03,039,0,'PLUM CREEK              ',,'TOWNSHIP ROAD     ','.5S 3.2E OF BEEMER       ',99.99,0,0,0000000000,0,41550000,096443600,30,3,02,02,09,1976,2,0,70,2003,0,7.9,0,30,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,2,0,7.8,17.7,24.1,0,0,7.9,7.9,99.99,N,0,N,0,0,5,7,7,6,N,1,51.7,1,30.8,7,6,N,5,8,7,,,,1217,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,119,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,95.2,0,F,5,190.39
31,C002012620     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','3.5E .5S OF BEEMER       ',99.99,0,0,0000000000,0,41550000,096441800,30,3,02,02,09,2004,2,0,70,2003,5,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,11.9,12.5,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,39,1,23.6,6,7,N,5,8,8,34,1,9.1,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,98,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,87.4,0,F,5,108.75
31,C002012630     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','.5S 4.2E OF BEEMER       ',99.99,0,0,0000000000,0,41550000,096433600,30,3,02,02,09,1986,2,0,60,2003,0,7.9,0,19,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,8.8,9.1,0,0,8.5,8.7,99.99,N,0,N,0,0,5,7,7,6,N,1,29,1,17.2,5,7,N,5,7,8,34,1,9.1,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,102,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,75.6,0,F,5,79.17
31,C002012635     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','.5S 4.5E OF BEEMER       ',99.99,0,0,0000000000,0,41550000,096432400,30,3,02,02,09,1935,2,0,60,2003,0,6.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,7.8,7,7.3,0,0,7.9,7.9,99.99,N,0,N,0,0,5,6,6,6,N,1,10,1,6.4,3,6,N,0,7,8,34,1,7.3,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,102,2033,,N,5/23/2018,B,A ,,,,,,,,,2,,48.7,2,F,5,57.67
31,C002012638     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','.5S 5.5E OF BEEMER       ',99.99,0,0,0000000000,0,41550000,096413600,30,3,02,02,09,1935,2,0,30,2003,0,6.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,7.8,6.4,6.7,0,0,7.9,7.9,99.99,N,0,N,0,0,5,6,6,6,N,1,11.8,1,7.3,3,6,N,0,5,7,34,1,6.7,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,51,2033,,N,5/23/2018,B,A ,,,,,,,,,2,,50,2,F,5,52.93
31,C002012640     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','.5S 7E OF BEEMER         ',99.99,0,0,0000000000,0,41550000,096400000,30,3,02,02,09,1989,2,0,25,2003,0,7.3,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,7.9,7,7.3,0,0,7.9,7.9,99.99,N,0,N,0,0,5,7,7,6,N,1,6.4,1,3.6,3,6,N,0,6,7,34,1,7.3,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,42,2033,,N,5/23/2018,B,A ,,,,,,,,,2,,44.6,2,F,5,57.67
31,C002012645     ,1,4,1,00126,0,03,039,0,'CUMING CREEK            ',,'TOWNSHIP ROAD     ','6S 3.7W OF BANCROFT      ',99.99,0,0,0000000000,0,41550000,096384800,30,3,02,02,09,1978,2,0,30,2003,0,7.9,0,45,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,7.7,11.6,12.2,0,0,7.9,7.9,99.99,N,0,N,0,0,5,7,7,7,N,1,59,1,35.4,7,6,N,5,8,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,51,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,96,0,F,5,96.38
31,C002012650     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','6S 3E OF BANCROFT        ',99.99,0,0,0000000000,0,41550000,096374800,30,3,02,02,09,1997,2,0,25,2003,5,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,8.8,9.1,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,23.6,1,14.5,4,7,N,3,8,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,42,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,69.3,0,F,5,79.17
31,C002012655     ,1,4,1,00126,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','6S .5W OF BANCROFT       ',99.99,0,0,0000000000,0,41550000,096350000,30,3,02,02,09,2008,2,0,25,2003,5,8.5,0,30,0,1,0,0,0,5,0,0,0,A,1,5,1,02,0,00,1,0,8.5,8.5,9.1,0,0,8.5,8.7,99.99,N,0,N,0,0,5,5,8,7,N,1,59.9,1,36.3,5,7,N,5,8,8,34,1,9.1,117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,42,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,86,0,F,5,79.17
31,C002012805P    ,1,4,1,00128,0,03,039,0,'PLUM CREEK              ',,'TOWNSHIP ROAD     ','1W 2.5N WEST POINT       ',99.99,0,0,0000000000,0,41532400,096434200,50,3,02,02,09,1994,2,0,10,2003,5,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,3,0,7.9,17.7,32.6,0,0,7.9,8.1,99.99,N,0,N,0,0,8,8,8,7,N,1,62.6,1,37.2,8,6,N,5,8,5,,,,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,17,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,95.9,0,G,8,264.06
31,C002012810     ,1,4,1,00128,0,03,039,0,'PLUM CREEK              ',,'TOWNSHIP ROAD     ','1.5S 3.5E OF BEEMER      ',99.99,0,0,0000000000,0,41540600,096441800,50,3,02,02,09,1985,2,0,25,2003,0,6.1,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,2,0,8.5,18,25.3,0,0,8.5,8.5,99.99,N,0,N,0,0,5,7,7,7,N,1,53.5,1,31.8,7,7,N,5,8,8,,,,1217,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,42,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,95.7,0,F,5,215.05
31,C002012815     ,1,4,1,00128,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','1.5S 3.7E OF BEEMER      ',99.99,0,0,0000000000,0,41540600,096440600,30,3,02,02,09,1992,2,0,50,2003,5,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,11.6,12.2,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,29,1,17.2,5,7,N,5,7,7,34,1,12.2,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,85,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,75.6,0,F,5,106.14
31,C002012820     ,1,4,1,00128,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','1.5S 4E OF BEEMER        ',99.99,0,0,0000000000,0,41540600,096433600,50,3,02,02,09,1970,2,0,25,2003,0,6.7,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,6.7,6.7,7,0,0,6.7,6.7,99.99,N,0,N,0,0,5,6,6,6,N,1,10,1,5.4,3,5,N,0,6,7,34,1,7,1217,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,42,2033,,N,5/23/2018,B,A ,,,,,,,,,2,,48.2,2,F,5,46.9
31,C002012825     ,1,4,1,00128,0,03,039,0,'CUMING CREEK            ',,'TOWNSHIP ROAD     ','7S 3W OF BANCROFT        ',99.99,0,0,0000000000,0,41540600,096381800,30,3,02,02,09,1935,2,0,40,2003,0,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.4,14.6,15.2,0,0,8.5,8.5,99.99,N,0,N,0,0,5,7,7,7,N,1,44.5,1,26.3,6,7,N,5,8,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,68,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,91,0,F,5,129.2
31,C002012830     ,1,4,1,01280,0,03,039,0,'CUMING CREEK TRIB.      ',,'COUNTY HIGHWAY    ','7S 2.5W BANCROFT         ',99.99,0,0,0000000000,0,41540637,096372790,30,3,02,02,09,2014,2,0,40,2003,A,8.5,0,20,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,3,0,8.5,1.8,7.8,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,0,41.7,0,32.7,8,N,N,5,8,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,N,N,N,N,0,0,,Y,8,45,2034,,N,5/23/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,8,66.3
31,C002013020     ,1,4,1,00130,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','3E 3N OF WEST POINT      ',99.99,0,0,0000000000,0,41531200,096384800,30,3,02,02,09,2003,2,0,50,1997,5,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,11.9,12.2,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,88,1,52.6,8,7,N,5,7,8,34,1,12.2,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,85,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,95.9,0,F,5,106.14
31,C002013025     ,1,4,1,00130,0,03,039,0,'CUMING CREEK            ',,'TOWNSHIP ROAD     ','4E 3N OF WEST POINT      ',99.99,0,0,0000000000,0,41531200,096374800,30,3,02,02,09,1975,2,0,60,2003,0,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8,11.6,12.2,0,0,7.8,8,99.99,N,0,N,0,0,5,7,7,7,N,1,48.1,1,29,7,6,N,5,8,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,1984,1,1,0,0,0,0,1,Y,8,102,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,93.9,0,F,5,97.6
31,C002013030     ,1,4,1,00130,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','3N 6.5E OF WEST POINT    ',99.99,0,0,0000000000,0,41531200,096360000,30,3,02,02,09,1996,2,0,70,2003,5,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,8.5,9.1,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,8,N,1,32.7,1,19.1,5,7,N,5,8,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,119,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,79.1,0,F,5,79.17
31,C002013235     ,1,4,1,00132,0,03,039,0,'CUMING CREEK            ',,'COUNTY HIGHWAY    ','4E 2N OF WEST POINT      ',99.99,0,0,0000000000,0,41522400,096374200,30,3,02,02,09,1935,2,0,20,2003,0,8.5,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.4,17.7,18.3,0,0,8.5,8.5,99.99,N,0,N,0,0,5,7,7,7,N,1,26.3,1,15.4,4,7,N,5,8,8,34,1,18.3,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,34,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,71.1,0,F,5,155.55
31,C002013435     ,1,4,1,00134,0,03,039,0,'WILLOW CREEK            ',,'TOWNSHIP ROAD     ','JCT US275/N9 2E          ',99.99,0,0,0000000000,0,41513000,096401800,30,3,02,02,09,1989,2,0,75,2003,0,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.7,7,7.6,0,0,8.5,8.7,99.99,N,0,N,0,0,5,7,7,7,N,1,5.4,1,2.7,2,7,N,0,7,7,31,1,7.6,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,127,2033,,N,5/23/2018,B,A ,,,,,,,,,1,,42,1,F,5,66.12
31,C002013440     ,1,4,1,00134,0,03,039,0,'CUMING CREEK            ',,'TOWNSHIP ROAD     ','4.7E 1N OF WEST POINT    ',99.99,0,0,0000000000,0,41513000,096364800,50,3,02,02,09,1985,2,0,35,2003,0,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,14.6,14.9,0,0,8.5,8.5,99.99,N,0,N,0,0,5,7,7,7,N,1,24.5,1,14.5,4,7,N,4,8,8,34,1,14.9,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,59,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,69.2,0,F,5,126.65
31,C002013450     ,1,4,1,00134,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','6E 1N OF WEST POINT      ',99.99,0,0,0000000000,0,41513000,096353000,30,3,02,02,09,1993,2,0,75,2003,5,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,8.5,9.1,0,0,8.5,8.7,99.99,N,0,N,0,0,5,7,7,6,N,1,18.1,1,10,3,7,N,1,6,8,34,1,9.1,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,127,2033,,N,5/23/2018,B,A ,,,,,,,,,2,,57.3,2,F,5,79.17
31,C002013625     ,1,4,1,00136,0,03,039,0,'WILLOW CREEK            ',,'COUNTY HIGHWAY    ','1.7E OF WEST POINT       ',99.99,0,0,0000000000,0,41503600,096403000,60,3,02,02,09,1990,2,0,100,2003,5,8.5,0,0,0,0,0,0,1,5,0,0,0,A,1,5,1,19,0,00,3,0,8.5,2.7,8.5,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,0,32.7,0,21.8,6,N,N,5,8,8,,,,1216,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,10,0,1,Y,8,140,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,86.4,0,G,8,72.25
31,C002013630     ,1,4,1,00136,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','3.5E OF WEST POINT       ',99.99,0,0,0000000000,0,41503600,096384200,50,3,02,02,09,1988,2,0,40,2003,0,8.5,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,00,2,0,8.5,3,7.3,0,0,0,0,99.99,N,0,N,0,0,N,N,N,8,8,0,32.7,0,21.8,6,N,N,5,8,8,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,56,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,88.6,0,G,8,62.05
31,C002013635     ,1,4,1,00136,0,03,039,0,'CUMING CREEK            ',,'TOWNSHIP ROAD     ','5E OF WEST POINT         ',99.99,0,0,0000000000,0,41503600,096363000,50,3,02,02,09,1982,2,0,40,2003,0,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,11.9,12.2,0,0,8.4,8.5,99.99,N,0,N,0,0,5,7,7,6,N,1,44.5,1,26.3,6,6,N,5,8,8,,,,1117,24,N  ,N  ,N  ,,,,0,0,0,,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,68,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,91,0,F,5,103.7
31,C002013640     ,1,4,1,00136,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','5.5E OF WEST POINT       ',99.99,0,0,0000000000,0,41503600,096361800,50,3,02,02,09,1979,2,0,40,2003,5,8.5,0,0,0,N,N,N,N,5,0,0,0,A,1,5,3,19,0,00,2,0,8.5,3.7,9.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,8,0,38.1,0,32.7,8,N,N,5,7,8,,,,616,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,N,N,N,N,0,0,1,Y,8,68,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,*,99.9,0,G,8,77.35
31,C002013650     ,1,4,1,00136,0,03,039,0,'PETERSON CREEK          ',,'TOWNSHIP ROAD     ','7.5E OF WEST POINT       ',99.99,0,0,0000000000,0,41503600,096340000,30,3,02,02,09,2004,2,0,30,2003,5,6.7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,1,02,0,00,1,0,8.5,8.8,9.1,0,0,8.5,8.7,99.99,N,0,N,0,0,5,5,8,7,N,0,32.7,0,21.8,5,7,N,5,8,8,34,1,7.3,318,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,4,51,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,73.7,0,F,5,79.17
31,C002013707     ,1,4,1,00137,0,03,039,0,'CUMING CREEK TRIBUTARY  ',,'TOWNSHIP ROAD     ','8N 2E OF WEST POINT      ',99.99,0,0,0000000000,0,41571200,096401200,50,3,02,02,09,1999,2,0,97,2001,5,7.3,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,7.3,7.6,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,25.4,1,15.4,4,7,N,3,8,8,,,,1116,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,126,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,70.8,0,F,5,66.12
31,C002013710     ,1,4,1,00137,0,03,039,0,'CUMING CREEK            ',,'TOWNSHIP ROAD     ','2.7S 5W OF BANCROFT      ',99.99,0,0,0000000000,0,41574800,096401200,50,3,02,02,09,2007,2,0,20,2003,5,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,14.6,15.2,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,89.8,1,74.4,8,7,N,5,8,8,34,1,12.2,218,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,34,2030,,N,5/23/2018,B,Z ,,,,,,,,,0,,95.9,0,F,5,132.24
31,C002013715     ,1,4,1,00137,0,03,039,0,'LITTLE LOGAN CREEK      ',,'TOWNSHIP ROAD     ','5W OF BANCROFT           ',99.99,0,0,0000000000,0,42003600,096401200,50,3,02,02,09,1935,2,0,35,2003,0,7.9,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,7.8,9.4,10.1,0,0,7.9,7.9,99.99,N,0,N,0,0,5,6,6,7,N,1,27.2,1,16.3,5,6,N,5,7,8,32,1,10.1,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,8,59,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,73.8,0,F,5,79.79
31,C002013720     ,1,4,1,00137,0,03,039,0,'JEPPSON CREEK           ',,'TOWNSHIP ROAD     ','JCT N51/N9 2E 2.5N       ',99.99,0,0,0000000000,0,42022400,096401200,30,3,02,02,09,1993,2,0,25,2003,5,7.9,0,0,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,7,7.6,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,12.7,1,7.3,3,7,N,0,7,8,34,1,7.6,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,10,0,1,Y,5,42,2033,,N,5/23/2018,B,A ,,,,,,,,,2,,51,2,F,5,66.12
31,C002014015     ,1,4,1,00140,0,03,039,0,'PEBBLE CREEK            ',,'TOWNSHIP ROAD     ','1S .7E OF ALOYS          ',99.99,0,0,0000000000,0,41485400,096532400,30,3,02,02,09,1982,2,0,15,2003,0,7.9,0,30,0,0,0,0,0,5,0,0,0,P,1,5,3,02,0,00,1,0,8.5,17.7,18.3,0,0,8.5,8.5,99.99,N,0,N,0,0,5,7,7,7,N,1,29,1,17.2,5,7,N,5,8,7,34,1,18.3,1117,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,25,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,75.7,0,F,5,155.55
31,C002014017     ,1,4,1,00140,0,03,039,0,'STREAM                  ',,'TOWNSHIP ROAD     ','2E 1S ALLOYS             ',99.99,0,0,0000000000,0,41485400,096523000,30,3,02,02,09,1994,2,0,25,2003,5,8.5,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,02,0,00,1,0,8.5,6.1,6.7,0,0,8.5,8.7,99.99,N,0,N,0,0,5,8,8,7,N,1,63.5,1,38.1,8,7,N,5,6,8,,,,716,24,N  ,N  ,N  ,,,,0,0,0,2012,,,,0,N,2,,0,0,0,1,1,0,0,0,0,1,Y,5,42,2033,,N,5/23/2018,B,Z ,,,,,,,,,0,,96,0,F,5,58.29
